
3.9
2.3
1.4
5.2
0
2.8
3
2.3
2.3
11
2.3
3.6
2.3
13
11
1.9
1.6
0
37
1.6
3
1.2
0
2.6
3
3
0.51
3.6
1.5
2.3
0
3.3
2.8
3.2
2.8
1.8
3.2
1.4
0
0.4
2.8
1.5
6.6
1.2
2.5
2.4
2.8
3.2
0
1.9
3.1
0
2.2
0
0
1.7
2.2
3.2
0.51
4.3
0
3
7.3
14
1.1
2.8
2.8
16
2.7
0
5.1
1
0
3.2
2.8
12
2.2
2.8
1.5
2.3
3
0
4.2
2.8
2.8
3
3
2.2
2.9
0
2.5
2.8
1.3
6.1
1.1
8.8
2.8
1.7
1
6.3
25
1.3
5.2
1.7
32
5.2
7.9
2.6
4.8
2.8
3.9
12
0
0.49
0.75
1.5
2.6
2.8
0
0
2.8
1.7
2.6
5.2
2.3
2.2
1.9
3
1
3.7
5.1
5
2.3
2.2
1.6
0
2.6
0.94
2.8
4.3
5.2
5.3
2.6
3.5
4.2
0
3
3.4
0.9
5.9
2.6
0.66
0.98
0
1.3
3.7
32
3
22
1.5
2.3
0
3
0
2.3
2.8
2.6
0.9
1.1
0
2.8
1
2.3
0
0
5.2
8.7
3.5
3.2
0.44
0.54
2.8
9.9
8
4
3.2
8
14
2.2
2.4
2.6
2.8
5.2
5.2
2.3
0.54
3.6
14
2.3
5.2
1.6
25
2.3
1.4
1.3
1.5
0.55
2.3
24
0
3
4.1
5.2
3.9
2.3
1.1
3.2
